id_estudiante,carrera,semestre,promedio,asistencia,participacion,asignaturas_desaprobadas,acceso_virtual,socioeconomico
8500,Ingeniería,4,12.92,86.18,media,1,2,alto
8501,Administración,9,14.08,51.67,alta,5,5,medio
8502,Ingeniería,5,12.4,87.64,baja,4,1,alto
8503,Administración,8,11.09,68.06,alta,1,6,medio
8504,Ingeniería,1,15.32,62.47,baja,1,3,bajo
8505,Educación,4,15.41,78.8,alta,1,6,medio
8506,Ingeniería,9,10.29,77.22,alta,1,4,alto
8507,Contabilidad,1,12.23,93.7,baja,2,6,alto
8508,Administración,1,8.05,83.8,baja,4,6,bajo
8509,Administración,4,14.09,71.09,alta,5,1,medio
8510,Educación,3,15.32,82.51,alta,1,1,alto
8511,Administración,7,12.97,87.51,media,1,5,medio
8512,Contabilidad,3,9.41,96.87,baja,5,3,alto
8513,Ingeniería,1,16.04,85.21,alta,0,1,bajo
8514,Educación,10,17.08,77.19,alta,2,6,medio
8515,Contabilidad,2,10.92,68.65,baja,3,3,alto
8516,Administración,10,13.11,94.57,alta,0,1,bajo
8517,Administración,4,14.04,89.63,alta,5,3,alto
8518,Contabilidad,1,13.97,53.86,media,3,1,alto
8519,Ingeniería,1,12.12,84.98,media,1,4,bajo
8520,Ingeniería,8,16.49,76.94,baja,4,2,medio
8521,Educación,7,8.09,55.18,baja,3,2,medio
8522,Administración,8,8.12,78.25,baja,3,6,bajo
8523,Contabilidad,4,11.96,59.63,media,3,0,bajo
8524,Ingeniería,6,16.36,85.41,media,4,2,bajo
8525,Educación,3,14.9,63.92,media,0,6,bajo
8526,Administración,8,8.27,57.52,alta,2,3,medio
8527,Administración,4,19.11,54.1,media,4,3,bajo
8528,Educación,3,13.39,74.54,media,0,5,bajo
8529,Educación,4,9.12,59.98,baja,1,2,medio
8530,Ingeniería,6,11.77,92.76,media,0,5,alto
8531,Contabilidad,7,14.42,50.15,media,3,3,alto
8532,Administración,7,15.13,92.18,alta,0,4,medio
8533,Contabilidad,4,11.84,76.05,media,0,3,medio
8534,Administración,8,13.31,96.11,baja,1,5,medio
8535,Administración,7,11.69,60.23,alta,1,4,medio
8536,Contabilidad,2,11.84,55.11,media,0,4,bajo
8537,Educación,8,13.81,81.25,media,4,4,bajo
8538,Ingeniería,9,15.6,85.34,media,1,1,medio
8539,Administración,5,9.16,68.63,alta,3,0,alto
8540,Educación,4,11.42,50.68,alta,4,7,alto
8541,Administración,4,10.5,70.35,media,5,7,medio
8542,Ingeniería,4,9.48,61.69,baja,0,5,medio
8543,Administración,6,9.35,67.37,media,5,3,alto
8544,Ingeniería,4,12.06,75.34,alta,3,1,alto
8545,Ingeniería,7,9.32,85.12,alta,3,5,bajo
8546,Administración,7,9.23,98.16,alta,4,0,alto
8547,Administración,5,11.55,57.2,baja,0,1,alto
8548,Ingeniería,5,9.55,83.99,media,3,3,alto
8549,Educación,10,13.27,61.66,media,5,5,alto
8550,Contabilidad,8,10.8,61.04,alta,5,4,bajo
8551,Ingeniería,7,9.01,81.68,media,1,1,bajo
8552,Administración,7,17.81,88.8,baja,1,0,bajo
8553,Administración,6,6.67,98.89,baja,4,0,alto
8554,Educación,7,14.14,88.44,media,1,0,bajo
8555,Contabilidad,7,12.87,57.87,media,2,5,medio
8556,Ingeniería,10,10.79,61.27,media,0,1,bajo
8557,Ingeniería,2,9.73,88.07,media,3,6,alto
8558,Contabilidad,10,16.32,76.35,media,3,6,alto
8559,Ingeniería,2,17.31,64.77,media,4,6,medio
8560,Contabilidad,10,11.27,73.59,alta,4,0,bajo
8561,Administración,7,10.9,95.74,alta,3,7,medio
8562,Contabilidad,10,14.82,87.78,alta,1,2,alto
8563,Ingeniería,7,11.38,72.53,baja,4,5,bajo
8564,Contabilidad,7,13.46,99.03,baja,2,0,bajo
8565,Educación,5,13.4,89.74,baja,4,0,bajo
8566,Administración,1,12.09,50.29,baja,1,1,medio
8567,Administración,2,12.41,55.62,alta,0,6,alto
8568,Contabilidad,9,12.92,77.7,media,2,6,bajo
8569,Ingeniería,8,9.28,67.5,media,4,3,medio
8570,Educación,8,10.3,90.63,media,0,1,medio
8571,Administración,10,12.56,94.78,baja,0,1,bajo
8572,Administración,1,10.86,62.03,alta,5,2,medio
8573,Ingeniería,6,18.94,88.16,media,3,3,alto
8574,Ingeniería,9,12.33,76.77,baja,1,7,bajo
8575,Educación,8,7.65,69.6,baja,3,1,medio
8576,Contabilidad,3,4.97,89.34,baja,5,2,medio
8577,Ingeniería,4,14.05,78.25,media,1,1,bajo
8578,Contabilidad,3,12.35,81.76,alta,5,2,medio
8579,Educación,6,15.6,53.11,media,0,5,alto
8580,Contabilidad,9,10.39,79.29,alta,4,4,medio
8581,Administración,8,11.7,65.04,alta,1,0,alto
8582,Contabilidad,10,12.7,74.66,media,1,7,bajo
8583,Educación,4,11.61,61.1,media,0,0,bajo
8584,Educación,2,11.41,80.72,baja,2,1,medio
8585,Educación,8,13.81,57.37,baja,0,6,alto
8586,Contabilidad,8,9.92,56.15,media,5,2,medio
8587,Administración,6,13.34,59.42,media,0,6,alto
8588,Ingeniería,8,16.57,90.87,alta,1,4,bajo
8589,Administración,9,16.14,51.68,alta,0,0,bajo
8590,Contabilidad,1,7.49,86.48,baja,3,6,bajo
8591,Contabilidad,9,10.78,52.83,alta,0,1,bajo
8592,Ingeniería,2,12.73,79.59,media,4,5,alto
8593,Contabilidad,1,15.19,88.68,alta,0,7,alto
8594,Educación,8,12.52,61.55,alta,0,6,medio
8595,Educación,8,15.2,59.8,alta,4,6,medio
8596,Educación,4,10.33,64.46,media,2,1,medio
8597,Educación,8,12.82,84.98,baja,2,2,medio
8598,Educación,7,12.89,62.74,alta,2,3,medio
8599,Contabilidad,2,15.28,75.09,media,3,5,medio
8600,Ingeniería,5,14.27,56.72,alta,4,1,bajo
8601,Ingeniería,10,13.73,73.06,alta,3,4,alto
8602,Educación,4,14.12,81.24,media,3,7,medio
8603,Contabilidad,3,8.98,53.59,alta,5,4,alto
8604,Administración,1,11.57,90.77,media,3,3,bajo
8605,Administración,5,9.49,96.87,baja,4,4,alto
8606,Contabilidad,10,10.37,59.68,alta,1,2,bajo
8607,Educación,8,11.57,87.97,media,1,1,alto
8608,Ingeniería,9,6.36,65.67,alta,2,2,bajo
8609,Contabilidad,7,11.66,83.84,alta,3,6,bajo
8610,Administración,1,10.04,65.33,alta,2,7,bajo
8611,Administración,1,9.36,93.12,media,3,3,bajo
8612,Administración,1,12.24,67.36,media,2,3,medio
8613,Educación,2,11.03,92.44,media,0,2,medio
8614,Administración,1,12.85,88.31,baja,4,5,bajo
8615,Contabilidad,4,10.38,59.82,alta,3,0,alto
8616,Contabilidad,10,11.56,57.85,media,5,3,alto
8617,Administración,9,18.15,88.98,alta,3,1,medio
8618,Contabilidad,4,13.56,69.52,alta,3,5,alto
8619,Administración,4,9.88,97.47,alta,4,3,bajo
8620,Administración,7,15.1,97.15,media,0,2,bajo
8621,Ingeniería,9,15.87,84.67,baja,1,2,alto
8622,Educación,7,13.5,75.03,baja,4,4,medio
8623,Educación,1,10.05,59.75,baja,0,5,medio
8624,Ingeniería,1,14.58,94.12,baja,2,0,alto
8625,Ingeniería,4,10.56,54.1,media,3,2,medio
8626,Educación,4,15.38,68.52,baja,3,6,alto
8627,Administración,1,11.4,65.96,baja,1,4,alto
8628,Administración,6,11.3,97.92,media,2,4,medio
8629,Educación,10,13.31,55.91,media,0,1,alto
8630,Administración,2,15.53,94.51,alta,2,4,medio
8631,Ingeniería,5,17.92,72.82,alta,2,0,bajo
8632,Administración,8,12.07,52.37,baja,1,1,bajo
8633,Administración,3,10.98,86.44,alta,0,2,medio
8634,Contabilidad,9,9.95,55.04,media,1,5,alto
8635,Contabilidad,7,8.3,61.85,alta,0,6,bajo
8636,Contabilidad,9,9.48,89.99,alta,4,2,alto
8637,Administración,1,12.59,57.74,media,4,4,bajo
8638,Educación,5,14.64,66.27,baja,3,3,medio
8639,Ingeniería,3,9.74,68.05,alta,1,0,alto
8640,Administración,4,13.97,79.44,alta,4,7,medio
8641,Educación,4,9.85,89.5,baja,5,7,alto
8642,Administración,7,10.15,61.54,alta,2,0,bajo
8643,Ingeniería,10,9.33,60.29,baja,2,4,medio
8644,Administración,8,15.33,61.1,media,4,0,bajo
8645,Ingeniería,10,16.02,69.08,media,1,7,alto
8646,Administración,5,10.18,76.76,baja,3,6,alto
8647,Ingeniería,10,9.98,50.67,media,2,7,medio
8648,Administración,7,13.56,89.01,media,3,1,bajo
8649,Ingeniería,3,16.32,96.34,media,2,4,medio
8650,Contabilidad,3,16.03,92.18,media,0,3,bajo
8651,Administración,3,11.04,51.86,media,4,7,bajo
8652,Administración,4,11.54,76.23,media,1,2,alto
8653,Educación,6,8.92,90.7,alta,2,0,alto
8654,Educación,5,11.01,67.21,alta,4,5,medio
8655,Ingeniería,8,12.24,94.85,alta,3,2,alto
8656,Administración,5,8.63,94.34,media,1,3,alto
8657,Ingeniería,5,10.64,57.09,alta,1,3,medio
8658,Contabilidad,10,12.56,74.68,baja,4,1,medio
8659,Educación,2,8.2,51.28,baja,4,3,medio
8660,Ingeniería,5,13.17,64.09,baja,4,3,bajo
8661,Ingeniería,7,14.55,90.59,alta,0,0,bajo
8662,Educación,2,13.43,98.76,media,0,2,bajo
8663,Administración,6,10.76,95.67,baja,1,5,medio
8664,Ingeniería,7,14.93,52.13,alta,4,0,alto
8665,Educación,5,15.47,96.34,alta,5,0,bajo
8666,Administración,9,12.79,91.13,media,5,6,alto
8667,Contabilidad,4,12.37,93.39,media,0,4,bajo
8668,Educación,10,10.45,95.74,alta,1,7,alto
8669,Ingeniería,1,10.98,74.41,media,2,5,bajo
8670,Contabilidad,8,14.68,60.56,media,5,4,alto
8671,Administración,8,16.62,51.05,media,4,1,bajo
8672,Administración,7,10.96,51.18,media,0,5,bajo
8673,Educación,8,11.57,82.13,media,1,1,bajo
8674,Educación,2,10.38,66.86,alta,4,3,medio
8675,Educación,3,10.92,74.79,baja,1,1,bajo
8676,Administración,9,8.85,56.57,alta,2,6,alto
8677,Contabilidad,1,13.07,98.78,alta,5,1,alto
8678,Administración,8,8.83,56.5,alta,1,3,bajo
8679,Ingeniería,8,10.63,72.24,alta,1,7,alto
8680,Administración,7,11.85,72.17,alta,2,2,bajo
8681,Ingeniería,5,8.71,50.43,media,3,6,alto
8682,Contabilidad,4,10.07,83.39,baja,4,3,bajo
8683,Educación,10,9.19,76.91,media,2,3,bajo
8684,Educación,10,14.75,74.87,baja,5,2,alto
8685,Administración,10,15.56,90.9,alta,2,3,bajo
8686,Educación,10,10.03,62.06,alta,5,4,alto
8687,Contabilidad,6,18.91,93.05,alta,4,1,bajo
8688,Educación,1,9.66,93.24,alta,5,7,alto
8689,Administración,5,10.94,91.34,alta,1,3,medio
8690,Contabilidad,4,13.23,67.07,alta,0,7,bajo
8691,Ingeniería,4,13.47,58.13,alta,4,0,bajo
8692,Administración,7,11.2,73.76,baja,2,1,bajo
8693,Ingeniería,9,14.74,62.99,alta,1,6,medio
8694,Contabilidad,8,15.0,52.61,alta,5,4,bajo
8695,Administración,8,11.98,63.97,alta,3,4,medio
8696,Administración,5,11.62,73.46,baja,1,6,medio
8697,Contabilidad,6,10.47,55.64,baja,0,6,medio
8698,Educación,2,9.4,97.22,alta,1,3,alto
8699,Administración,3,10.0,82.81,media,0,2,alto
8700,Administración,5,13.36,56.82,baja,3,0,bajo
8701,Ingeniería,2,12.0,90.6,alta,3,3,medio
8702,Educación,3,11.39,96.4,baja,1,2,bajo
8703,Ingeniería,4,10.57,63.14,media,4,4,alto
8704,Ingeniería,6,10.63,57.16,alta,4,1,bajo
8705,Educación,5,11.89,66.12,baja,4,6,medio
8706,Educación,10,11.69,91.61,media,5,4,medio
8707,Contabilidad,4,12.0,58.75,baja,5,3,medio
8708,Educación,2,10.89,88.97,baja,3,2,medio
8709,Administración,5,10.32,85.81,alta,0,6,bajo
8710,Educación,5,12.02,82.57,alta,5,3,medio
8711,Contabilidad,7,13.62,71.67,baja,5,7,alto
8712,Contabilidad,1,10.73,68.34,media,2,4,medio
8713,Contabilidad,4,6.03,54.26,alta,1,7,alto
8714,Educación,5,8.58,67.87,baja,5,0,bajo
8715,Educación,8,14.69,80.09,baja,5,4,bajo
8716,Ingeniería,8,14.48,94.91,alta,0,3,bajo
8717,Ingeniería,1,13.62,91.66,alta,2,2,bajo
8718,Administración,5,13.28,51.61,baja,3,3,alto
8719,Ingeniería,10,14.54,56.94,alta,2,7,alto
8720,Administración,1,11.14,92.42,baja,3,1,medio
8721,Contabilidad,1,12.35,96.97,media,3,1,medio
8722,Ingeniería,2,10.07,52.79,alta,5,7,bajo
8723,Educación,2,11.56,85.06,alta,5,2,bajo
8724,Ingeniería,9,16.74,68.29,baja,5,6,alto
8725,Administración,4,9.93,68.21,alta,0,4,alto
8726,Ingeniería,3,9.09,82.13,media,4,7,bajo
8727,Contabilidad,1,11.52,90.51,baja,4,3,bajo
8728,Educación,2,11.0,63.74,media,0,5,alto
8729,Administración,6,12.66,85.27,media,1,5,alto
8730,Educación,9,13.98,81.79,media,3,1,alto
8731,Educación,5,11.06,75.87,media,1,0,bajo
8732,Administración,4,17.27,80.12,baja,3,7,alto
8733,Educación,5,15.08,50.9,alta,5,1,alto
8734,Educación,9,10.09,50.2,media,3,7,medio
8735,Ingeniería,7,11.8,77.52,media,5,4,alto
8736,Educación,8,13.32,76.21,baja,4,2,medio
8737,Educación,4,9.93,53.57,media,4,0,medio
8738,Educación,8,6.84,74.6,media,3,3,bajo
8739,Educación,6,16.82,87.88,media,5,3,bajo
8740,Administración,5,9.23,77.06,media,4,7,bajo
8741,Contabilidad,7,14.13,75.88,alta,4,6,bajo
8742,Ingeniería,6,13.75,85.9,media,5,7,alto
8743,Educación,3,9.96,58.59,baja,2,5,alto
8744,Educación,5,16.9,72.87,alta,2,6,alto
8745,Administración,9,12.16,57.4,baja,5,6,medio
8746,Contabilidad,7,12.34,76.19,alta,3,2,bajo
8747,Educación,4,8.15,79.6,alta,4,0,alto
8748,Administración,7,6.72,56.08,media,2,0,alto
8749,Ingeniería,5,11.39,53.78,media,1,0,bajo
8750,Ingeniería,2,15.24,58.34,baja,3,2,medio
8751,Educación,6,7.35,79.32,alta,3,2,medio
8752,Educación,7,12.36,59.48,alta,1,3,bajo
8753,Contabilidad,8,12.2,63.76,media,3,6,bajo
8754,Contabilidad,6,15.1,85.13,alta,4,1,alto
8755,Educación,8,14.54,62.42,media,2,4,medio
8756,Administración,7,12.35,69.88,media,0,3,bajo
8757,Contabilidad,2,11.77,96.44,baja,2,5,medio
8758,Educación,6,10.2,91.25,media,5,5,medio
8759,Contabilidad,9,9.14,62.77,media,1,5,alto
8760,Educación,6,10.43,79.88,alta,0,6,alto
8761,Ingeniería,4,9.23,83.29,baja,5,0,bajo
8762,Educación,7,11.74,95.01,baja,5,1,medio
8763,Ingeniería,3,11.91,77.37,baja,4,7,alto
8764,Contabilidad,5,11.31,78.06,media,4,4,alto
8765,Educación,1,12.27,94.42,baja,2,0,medio
8766,Contabilidad,10,10.85,52.72,media,3,2,medio
8767,Ingeniería,3,14.1,81.41,media,5,1,medio
8768,Educación,8,12.57,70.83,media,3,7,medio
8769,Contabilidad,9,10.79,95.49,media,1,2,alto
8770,Ingeniería,9,9.08,98.03,baja,3,4,alto
8771,Contabilidad,10,11.8,58.51,baja,4,5,bajo
8772,Administración,2,14.85,64.07,alta,0,4,medio
8773,Ingeniería,4,13.47,63.67,baja,5,0,bajo
8774,Ingeniería,5,13.9,55.03,alta,2,2,alto
8775,Ingeniería,3,13.81,74.15,baja,2,3,medio
8776,Educación,1,15.04,75.65,baja,2,5,bajo
8777,Educación,6,14.16,78.65,baja,3,6,bajo
8778,Educación,10,12.37,83.15,media,0,3,bajo
8779,Administración,2,10.98,53.15,baja,3,2,alto
8780,Administración,9,14.19,81.12,baja,3,7,alto
8781,Ingeniería,1,5.95,95.69,alta,5,4,bajo
8782,Administración,9,15.17,72.75,baja,4,5,alto
8783,Contabilidad,7,13.73,55.34,media,5,1,alto
8784,Ingeniería,10,16.1,54.3,baja,4,5,bajo
8785,Ingeniería,2,9.2,64.09,alta,5,2,bajo
8786,Contabilidad,6,14.91,87.63,baja,5,6,medio
8787,Ingeniería,8,13.66,63.05,baja,3,7,bajo
8788,Administración,2,10.48,90.72,alta,5,6,medio
8789,Educación,5,11.66,90.98,baja,1,0,medio
8790,Contabilidad,6,11.48,72.86,alta,1,3,bajo
8791,Administración,3,11.09,65.04,alta,1,6,alto
8792,Contabilidad,2,8.63,79.88,media,5,5,medio
8793,Contabilidad,6,14.94,90.53,media,3,0,medio
8794,Ingeniería,3,9.63,53.23,alta,0,1,medio
8795,Ingeniería,2,9.38,97.67,media,1,3,alto
8796,Administración,1,15.0,82.3,media,4,3,alto
8797,Contabilidad,8,8.49,69.91,alta,2,6,medio
8798,Ingeniería,1,11.24,75.3,baja,2,3,alto
8799,Ingeniería,5,9.51,69.28,baja,3,7,medio
8800,Contabilidad,6,16.09,70.63,baja,2,5,medio
8801,Administración,3,14.86,79.78,media,3,7,alto
8802,Administración,7,9.95,53.01,media,2,0,bajo
8803,Contabilidad,2,9.51,58.77,baja,0,6,medio
8804,Administración,7,13.92,61.35,alta,0,7,medio
8805,Ingeniería,2,13.08,70.38,alta,0,4,medio
8806,Contabilidad,5,11.11,68.55,alta,0,6,medio
8807,Ingeniería,7,10.88,86.11,media,1,0,medio
8808,Educación,3,11.42,62.96,baja,4,4,alto
8809,Educación,4,14.25,52.85,alta,0,7,alto
8810,Administración,1,15.93,52.77,baja,5,5,medio
8811,Educación,3,16.56,50.57,baja,1,2,alto
8812,Ingeniería,9,10.16,51.9,media,3,7,bajo
8813,Educación,10,12.15,92.93,alta,2,3,bajo
8814,Ingeniería,5,15.36,84.86,media,2,6,alto
8815,Administración,8,9.82,99.8,baja,1,6,alto
8816,Administración,2,10.29,51.02,baja,5,7,medio
8817,Ingeniería,3,13.99,92.45,baja,5,0,medio
8818,Educación,7,10.83,84.8,alta,2,1,bajo
8819,Administración,10,8.31,82.02,alta,5,1,alto
8820,Contabilidad,4,9.93,67.83,alta,0,6,alto
8821,Administración,9,14.48,68.84,baja,2,6,bajo
8822,Educación,7,12.62,92.28,baja,0,4,bajo
8823,Contabilidad,1,8.09,85.67,alta,0,4,alto
8824,Educación,4,10.48,83.52,baja,2,3,bajo
8825,Ingeniería,10,16.56,51.53,baja,1,4,alto
8826,Contabilidad,6,11.83,59.22,baja,3,1,bajo
8827,Educación,6,11.39,98.13,alta,1,0,bajo
8828,Contabilidad,10,12.02,72.72,media,4,0,bajo
8829,Educación,6,12.51,89.07,media,4,4,medio
8830,Contabilidad,5,11.02,69.47,media,0,6,medio
8831,Educación,3,15.35,88.22,alta,0,4,medio
8832,Ingeniería,2,10.82,55.96,baja,1,6,bajo
8833,Contabilidad,3,14.48,52.11,media,1,5,medio
8834,Contabilidad,9,16.56,73.31,media,0,1,bajo
8835,Contabilidad,3,12.94,79.58,alta,5,2,medio
8836,Contabilidad,3,9.38,66.19,baja,3,6,alto
8837,Ingeniería,1,12.47,85.8,baja,3,0,bajo
8838,Contabilidad,2,10.59,74.79,alta,4,4,medio
8839,Administración,3,14.25,96.42,media,5,5,medio
8840,Ingeniería,2,12.52,54.25,baja,3,5,bajo
8841,Administración,8,11.7,53.33,baja,2,5,bajo
8842,Contabilidad,6,9.48,95.26,media,0,5,bajo
8843,Educación,7,7.35,83.46,alta,1,3,bajo
8844,Administración,1,9.97,83.56,media,0,4,bajo
8845,Contabilidad,6,13.63,51.38,baja,2,4,bajo
8846,Administración,2,14.96,96.88,alta,3,7,bajo
8847,Contabilidad,6,11.22,88.59,media,0,5,alto
8848,Contabilidad,3,9.64,88.22,media,2,0,medio
8849,Contabilidad,7,12.47,95.6,alta,5,4,alto
8850,Educación,3,13.72,78.91,baja,3,6,bajo
8851,Administración,9,13.94,69.73,alta,4,3,alto
8852,Ingeniería,3,12.49,74.03,alta,5,6,bajo
8853,Ingeniería,7,17.18,88.86,baja,4,7,medio
8854,Ingeniería,4,15.17,88.44,media,4,3,medio
8855,Ingeniería,8,8.94,80.48,alta,5,7,medio
8856,Contabilidad,2,8.33,60.9,alta,2,5,alto
8857,Administración,8,9.17,90.94,media,2,3,medio
8858,Administración,9,14.92,82.36,baja,1,1,bajo
8859,Educación,8,7.73,61.06,media,1,3,medio
8860,Administración,6,13.14,74.03,media,4,5,alto
8861,Administración,10,11.57,99.86,alta,0,5,medio
8862,Administración,1,8.89,66.42,alta,3,5,medio
8863,Educación,7,12.62,55.83,baja,1,0,alto
8864,Ingeniería,1,11.56,51.08,alta,3,2,alto
8865,Administración,7,14.02,59.23,media,5,6,alto
8866,Educación,2,7.93,59.35,media,0,6,bajo
8867,Educación,8,9.77,92.9,baja,4,4,medio
8868,Contabilidad,2,9.82,57.81,alta,3,4,bajo
8869,Educación,3,13.65,93.13,alta,5,4,bajo
8870,Ingeniería,3,11.41,54.34,baja,4,3,alto
8871,Administración,1,14.95,95.33,baja,3,3,bajo
8872,Educación,5,11.0,62.82,alta,0,3,medio
8873,Ingeniería,5,12.55,80.57,baja,1,7,alto
8874,Educación,10,15.71,57.99,media,2,7,bajo
8875,Educación,5,7.57,69.5,baja,4,2,medio
8876,Educación,9,12.07,54.29,media,1,2,medio
8877,Educación,6,11.92,78.98,media,3,2,medio
8878,Educación,6,10.03,67.29,media,5,2,bajo
8879,Ingeniería,3,11.59,92.61,alta,5,2,alto
8880,Administración,5,12.78,59.09,media,1,4,alto
8881,Administración,10,10.13,64.0,baja,2,4,medio
8882,Administración,7,12.14,58.86,media,4,7,alto
8883,Administración,3,9.45,78.19,alta,4,2,alto
8884,Ingeniería,2,11.49,55.59,alta,1,7,alto
8885,Contabilidad,5,14.32,59.47,alta,0,4,alto
8886,Contabilidad,3,14.44,83.92,alta,3,7,bajo
8887,Ingeniería,5,14.93,53.72,baja,1,2,alto
8888,Ingeniería,9,11.75,87.16,alta,0,2,alto
8889,Educación,10,11.18,55.22,baja,4,2,bajo
8890,Educación,1,13.84,79.27,alta,3,4,alto
8891,Educación,4,14.92,99.89,alta,4,7,alto
8892,Administración,10,12.21,58.69,baja,2,1,alto
8893,Educación,5,15.78,63.05,media,5,1,medio
8894,Contabilidad,2,13.78,94.92,baja,0,5,bajo
8895,Administración,2,10.57,81.31,media,2,5,alto
8896,Educación,1,10.88,74.63,baja,2,1,bajo
8897,Administración,8,11.9,78.14,media,2,0,bajo
8898,Contabilidad,2,8.07,64.77,alta,0,6,alto
8899,Educación,3,10.62,92.77,media,3,1,bajo
8900,Contabilidad,2,14.85,87.26,media,4,1,medio
8901,Contabilidad,4,15.36,82.12,alta,3,1,bajo
8902,Contabilidad,1,12.72,96.59,alta,5,3,alto
8903,Educación,3,13.14,78.91,media,3,2,alto
8904,Ingeniería,5,11.23,75.59,media,3,5,medio
8905,Educación,10,10.4,98.78,baja,4,4,alto
8906,Contabilidad,1,13.43,60.3,alta,4,6,medio
8907,Educación,4,10.9,57.1,alta,0,6,bajo
8908,Contabilidad,6,16.23,58.11,alta,5,6,bajo
8909,Ingeniería,4,13.02,99.47,baja,1,3,bajo
8910,Administración,7,13.11,82.61,baja,4,2,alto
8911,Ingeniería,7,9.35,65.3,media,4,1,alto
8912,Ingeniería,6,6.2,62.45,baja,5,1,medio
8913,Administración,9,13.11,52.83,baja,1,3,bajo
8914,Educación,2,10.76,56.6,baja,4,4,medio
8915,Administración,10,14.46,95.41,alta,3,3,medio
8916,Educación,8,9.72,87.37,media,5,3,alto
8917,Educación,8,10.67,97.08,baja,4,5,bajo
8918,Contabilidad,10,14.8,71.19,baja,0,2,medio
8919,Contabilidad,4,13.09,80.06,baja,4,7,bajo
8920,Administración,6,9.5,74.18,alta,1,0,alto
8921,Ingeniería,6,12.09,94.07,media,3,5,bajo
8922,Administración,5,16.76,99.57,media,1,6,medio
8923,Educación,1,12.36,96.64,baja,5,4,medio
8924,Contabilidad,3,11.63,79.9,media,4,7,bajo
8925,Administración,7,14.24,53.09,alta,4,4,bajo
8926,Administración,8,12.88,80.88,baja,0,7,bajo
8927,Contabilidad,2,15.61,54.85,media,3,3,medio
8928,Contabilidad,3,13.89,56.94,baja,4,3,medio
8929,Contabilidad,4,14.27,59.57,alta,0,7,medio
8930,Educación,5,15.73,68.17,baja,0,7,bajo
8931,Contabilidad,3,11.25,79.59,alta,1,1,medio
8932,Ingeniería,5,10.5,66.68,baja,3,3,bajo
8933,Administración,8,8.64,72.61,baja,2,2,medio
8934,Contabilidad,8,11.47,52.36,media,5,7,medio
8935,Contabilidad,2,8.73,80.99,media,0,1,bajo
8936,Educación,6,12.91,82.85,alta,2,0,alto
8937,Educación,4,10.47,54.97,alta,1,2,medio
8938,Administración,9,14.41,89.26,alta,0,4,alto
8939,Ingeniería,10,13.95,82.37,media,5,4,medio
8940,Administración,2,11.03,74.49,baja,3,2,medio
8941,Contabilidad,8,14.44,77.64,alta,2,5,medio
8942,Ingeniería,1,12.37,75.15,baja,3,3,bajo
8943,Ingeniería,6,7.57,52.69,baja,2,3,medio
8944,Ingeniería,10,9.53,86.76,media,1,3,alto
8945,Ingeniería,1,10.19,75.59,media,0,4,medio
8946,Administración,2,12.03,58.64,baja,0,2,medio
8947,Educación,3,10.93,84.04,alta,1,7,medio
8948,Educación,9,10.68,84.75,media,5,3,bajo
8949,Contabilidad,5,13.45,60.67,baja,5,5,bajo
8950,Educación,10,13.97,89.82,media,4,1,alto
8951,Educación,10,10.45,72.83,baja,2,4,bajo
8952,Educación,2,9.88,59.03,media,5,6,medio
8953,Educación,10,15.16,82.88,alta,5,5,bajo
8954,Contabilidad,5,18.82,79.84,alta,2,2,bajo
8955,Administración,5,9.65,58.52,media,4,5,medio
8956,Ingeniería,1,14.23,93.62,media,1,2,medio
8957,Educación,3,11.65,92.73,media,3,2,bajo
8958,Administración,5,13.69,91.81,alta,3,2,medio
8959,Educación,9,9.62,69.96,media,1,0,bajo
8960,Educación,10,8.87,91.23,alta,3,1,bajo
8961,Ingeniería,1,9.19,92.24,media,1,5,medio
8962,Ingeniería,8,10.59,99.83,media,2,7,alto
8963,Ingeniería,1,11.41,97.88,baja,2,7,bajo
8964,Educación,9,14.36,69.14,alta,4,0,alto
8965,Educación,6,9.92,59.91,media,5,5,alto
8966,Educación,1,10.41,64.62,alta,1,3,bajo
8967,Ingeniería,8,17.2,74.74,baja,5,5,bajo
8968,Contabilidad,5,12.13,90.27,alta,3,7,medio
8969,Administración,7,12.71,86.15,alta,1,0,medio
8970,Contabilidad,7,13.86,89.39,alta,0,7,alto
8971,Educación,7,10.69,69.0,alta,4,0,alto
8972,Educación,6,11.95,62.35,alta,0,4,bajo
8973,Contabilidad,8,11.19,51.21,alta,4,2,bajo
8974,Educación,9,11.79,81.31,alta,4,0,medio
8975,Administración,2,14.11,89.75,media,4,2,bajo
8976,Educación,7,13.69,94.46,media,0,1,bajo
8977,Administración,2,6.29,73.81,alta,4,0,alto
8978,Contabilidad,6,14.49,96.38,alta,1,4,bajo
8979,Contabilidad,2,11.14,60.12,media,1,4,alto
8980,Educación,10,12.99,75.72,baja,0,3,alto
8981,Administración,6,10.98,60.69,media,2,0,medio
8982,Educación,2,11.87,59.4,baja,2,1,medio
8983,Ingeniería,1,15.29,97.67,alta,0,2,alto
8984,Ingeniería,7,12.84,90.89,alta,4,5,bajo
8985,Ingeniería,3,15.16,50.59,media,4,6,bajo
8986,Ingeniería,4,11.87,63.43,media,4,5,bajo
8987,Educación,6,11.61,60.26,media,0,7,alto
8988,Ingeniería,5,12.03,57.36,alta,4,5,medio
8989,Administración,4,8.83,84.87,media,1,5,bajo
